Nitrogen,Phosphorus,Potassium,pH,Humidity,Salinity,Crop
66.68357076505616,24.908678494144077,28.838442690503463,6.634605971281605,67.62923312638331,0.568293152152541,Paddy
72.09606407753697,29.437173645764545,23.25262807032524,6.438512008717193,66.48291153593769,0.5567135123214871,Paddy
65.40981135783018,16.03359877671101,16.975410837434836,6.217542494151806,63.73584439832788,0.5957123666297637,Paddy
59.659879622393944,18.538481493323545,32.92824384460777,6.2848447399026925,69.13764102343961,0.5087625906893272,Paddy
61.47808637737409,26.15461294854933,19.84503211288849,6.405139603669134,65.79680655040598,0.5654153125103362,Paddy
61.19146693885302,34.861390922544686,25.532513876310333,6.11845781420882,72.91272456051594,0.5189578175014489,Paddy
65.24431797502378,15.801649380601123,18.959069755507848,6.369372247173825,72.49233289997704,0.5885684140594984,Paddy
63.6217585880588,24.094481522053556,18.207390048162864,6.186031158321058,66.49680614520106,0.6328561113109458,Paddy
65.91809144784231,16.784799223186333,27.220419846973975,6.252983543916737,65.4153899984702,0.6105838144420433,Paddy
69.35499761247976,30.256400595580995,21.40391238388681,6.268157524829757,70.45631715701782,0.6287772563561179,Paddy
61.804128810773555,24.671705116680915,20.06832512996986,6.090758675183866,72.86262911197099,0.6478120014285411,Paddy
63.83994939209833,30.61766448946012,27.40818012523817,6.200976049078975,70.60697802754207,0.6569018283232985,Paddy
64.02086980445024,33.423218279070035,12.50127447955128,6.494380500875045,69.23523534119086,0.5650496324767066,Paddy
64.65880388267752,15.662155426995538,24.50164056081244,6.401422514302349,76.18947022370757,0.5540864890863176,Paddy
60.157531985534064,23.09121478207732,30.17701058851037,6.395750221931937,66.1511989811648,0.6056633716556677,Paddy
64.6853877467402,30.443224952664448,22.08973453061324,6.264467570680447,66.83945923433922,0.506824252593394,Paddy
65.68060138532289,26.90527636089945,25.625567283212305,6.283082573324971,61.72314628974792,0.558967733861732,Paddy
62.48642741736616,21.588613653891905,24.793571441669954,6.4108101713629075,78.23092950605265,0.588728890641592,Paddy
65.48775195361382,25.227770421169165,16.006143923504794,6.324697224910157,69.10115104970512,0.7031621056242643,Paddy
63.23819517609439,27.107736711668064,25.426441151473785,6.096264392476094,74.5141140725751,0.6175966516343386,Paddy
68.15515973521524,21.053062726026305,32.6139715546805,6.049629787441544,71.73428546900135,0.6895227812904989,Paddy
59.24731837434656,22.76851135198614,26.098256825438206,6.22930486917676,61.046682844669334,0.5834281487403014,Paddy
58.88848143136948,27.96796215317591,21.002878828830987,6.639986881003508,64.88373353831881,0.5638969241897162,Paddy
68.26758608684835,19.445678417830226,26.737299673020647,6.591428550856485,60.76258382719386,0.5892316929266151,Paddy
65.49941397124212,29.509114358886553,19.41524644560959,6.0659086773831445,71.40970782808449,0.5948492336616593,Paddy
65.45246425172938,27.332241047484878,22.199876392107548,6.376450739432201,70.2653623664934,0.5442824290986815,Paddy
73.52887255572378,27.96916460455894,19.643482513986758,6.4613107217267665,63.92659164886339,0.6193542301871225,Paddy
69.99297789503703,21.49658840824145,30.41688064622161,6.4125561853873,72.91030079997245,0.6748396491326973,Paddy
62.97305941998565,21.831319178212553,21.152427851872385,6.166837943006913,68.41449145292948,0.5970575987408322,Paddy
65.58345399665009,29.73591624518012,25.665009459389537,6.620706815431463,67.47671583381022,0.7160084583294809,Paddy
67.32833673882503,21.314212217918588,20.24553750969444,6.4264944830486375,67.68268607337075,0.6157000247046046,Paddy
66.56618812286773,25.23585543671564,21.366031409657978,6.027030555062828,66.56742523966489,0.6228199397161736,Paddy
65.27046872065102,19.37130610644006,26.46590462925591,6.407063475945767,64.38071281899433,0.5876862552972764,Paddy
64.49104359223,19.885148510846886,27.38893680174142,6.442156905273647,74.21525621587638,0.6326901026017451,Paddy
57.31165316021455,20.910874800424388,28.1751763360433,6.432757190182442,71.37523843153024,0.772636574532736,Paddy
67.05445255346584,31.277828200902995,30.370008817466015,6.46027825026116,67.22365377679827,0.6179484610246633,Paddy
60.33587392731214,24.415906966299957,23.173182260854485,6.3463748278772645,80.37329283336754,0.48663674037041255,Paddy
67.63130095187257,17.536420644051745,23.240340671052834,6.547790119393473,69.12140009547731,0.5261127611035347,Paddy
60.623481453700165,28.997988744673382,21.94816684141432,6.373291717916395,69.02785919951907,0.5474199826197091,Paddy
74.91972044662663,28.769595111590057,15.474287066711966,6.367290862953886,65.49106767615805,0.6226216667398111,Paddy
60.2373963078365,25.026317792665505,28.12493639490229,6.503151038834025,62.798517964721114,0.5632749382079525,Paddy
61.82527344419522,22.33335383713144,34.42727120140549,6.410996342192191,62.49558022832477,0.6258930973527388,Paddy
74.81078098506316,30.762326302755735,18.003150170229937,6.23315318542675,75.13455574593311,0.5446165267190609,Paddy
66.41909714073114,29.473170267146685,20.965347642109585,6.31809492878764,52.59366329965464,0.5287806179332855,Paddy
62.9371592430342,19.361084090175755,33.762056519658174,6.043971724407873,66.59977756651507,0.5865370288643045,Paddy
71.40636644533058,18.420689244102803,31.415818760774798,6.332046612203918,63.89245674476024,0.6031051737131635,Paddy
65.19529847786735,22.598915614206028,25.949010424950096,6.252937280627648,69.36758672625623,0.6131065337260523,Paddy
72.13008408072676,19.410922505865756,36.26516687328133,5.939582440095499,68.04107452482208,0.6094158603242288,Paddy
65.60495933867517,22.48650240089703,24.559388748213625,6.231399813068234,65.85317621527894,0.6224801048510512,Paddy
65.98507742982524,22.13545202369673,30.097999377166254,6.3914599041753215,72.86431059419479,0.6114814420961806,Paddy
60.05502494538964,22.799094799015155,29.33646802561631,6.452074053086693,68.69549203017925,0.5858663691654391,Paddy
70.58832447894213,22.642143055820853,28.33548690585019,6.289561469513221,67.71159398386389,0.6349388425993595,Paddy
68.32708174494016,29.667548180003195,32.127394035771644,6.334200768326552,72.20976485647482,0.5644866621703272,Paddy
65.82083176244221,24.94928472816158,26.084979824963593,6.449031405087383,64.70889658383264,0.684619363784273,Paddy
59.169913092501496,19.52905693606134,31.39055436750034,6.488332538792587,71.92059908526078,0.611417275463214,Paddy
64.13876613576544,21.113728142570842,25.97902279096863,6.1945676576975774,73.67559866708875,0.572647130924893,Paddy
60.072514016037445,23.993070791735036,27.664657271378122,6.217255089439205,64.68889802216783,0.5921843605745956,Paddy
65.42483285554361,23.06528412314435,23.24480847190839,6.376409987471527,61.55957829251338,0.5096268112811722,Paddy
60.60777889373782,24.532764241440766,27.154537827990026,6.62507124338991,73.0882981160101,0.5720030735018286,Paddy
64.10491896048656,20.587353176810957,25.50743432003805,6.272268272215973,70.41359280169044,0.5386384528223838,Paddy
66.79673257120587,33.26369456501289,25.056199257715715,6.410342344419789,72.25071995855556,0.5599389764057081,Paddy
65.32046240905208,25.662962003908977,26.08838049274416,6.175398043228907,68.92255087129472,0.6048999145622724,Paddy
71.4557180389752,30.396354130426037,36.365912287557784,6.17653048742239,73.16160318360339,0.5891671002869175,Paddy
75.14901466608836,21.558508573224245,21.40139078909612,6.210121470911195,58.18052137845096,0.5537122489159619,Paddy
60.40433669223151,26.35196893238104,27.308779878885797,6.7052341678431775,73.55211919093026,0.5511548172168798,Paddy
59.70792664325821,28.05959585753253,18.99883396489679,6.696291753170871,74.69720060360643,0.5565412173947647,Paddy
55.63432735454562,32.36936187082706,25.02730077373691,6.577563262394692,60.82786170602816,0.5500312488523114,Paddy
64.22621849859092,25.834902968823712,23.34967264260378,6.4545699864695,63.461897853087024,0.5728810257489353,Paddy
64.80147815855949,28.172194170293746,29.15807439044445,6.105071581632426,61.12942914632188,0.6438838410949255,Paddy
65.86157005989796,21.85756731721723,33.35575987761261,6.353134926858572,74.69648592031913,0.5833759240705054,Paddy
74.50373962440995,34.376704212216026,24.355179257604632,6.524314190190871,72.02687974792573,0.6484315778766174,Paddy
59.37538269709948,29.030257299992197,30.89212243424794,5.978252102715377,62.88370743667112,0.4780383911119949,Paddy
62.85296582777721,29.187711278979812,33.11178526048014,6.344818956083955,76.94307772785646,0.5109949270892554,Paddy
55.683087803224225,25.322261505516906,27.52032724469654,6.323461050381182,58.462789499800614,0.5755439980243605,Paddy
57.677652497475734,28.948362744150195,27.43299123048424,6.142024042734529,66.23066541331653,0.5270393239055524,Paddy
63.88660451363415,30.375711602506193,20.671369768322283,6.430809303103569,66.1487119081378,0.5403563583868828,Paddy
63.66484820022721,20.42378838790313,22.83175347326409,6.09042442148223,78.62362566458194,0.5817631775985864,Paddy
60.70137246003708,26.66989955367111,25.03835975154585,6.285806080093355,71.87083350021712,0.6178753855023652,Paddy
61.547494261947364,22.7209087967766,24.22474151424178,5.869615767052883,61.224044689007236,0.6483437133722262,Paddy
72.42483856750643,24.35481980221811,28.482784815278833,6.392250030908707,84.19440404227619,0.6359787455717288,Paddy
63.56041204259617,20.822297796997873,17.56776839871214,6.370692727173445,65.01824627357848,0.5088873145201163,Paddy
60.96713557878737,20.192259981928025,34.03570817536283,6.50632795138989,68.7601367934169,0.6539972069445013,Paddy
64.58684153823809,21.293578993358683,33.21562038634829,6.4377820087369315,63.613769228367715,0.5704830660958196,Paddy
59.821908733076214,18.68600134517832,30.230887737658207,6.711883328094026,61.80716213090429,0.6081484618345285,Paddy
60.94678715439087,23.16437308117652,22.638030378805656,6.157201846064037,69.04260813972414,0.5384524941794481,Paddy
65.5522841288992,25.348809452754317,24.405259765667953,6.148487267591681,65.91614334715834,0.6177695612912878,Paddy
66.70458593812191,20.712223776007246,26.096661527146132,6.480277424674358,60.45297359439314,0.6071680096189968,Paddy
60.88688120527077,28.452993342965797,21.78370421728742,5.9690235798670965,60.66228781058418,0.5824042473330691,Paddy
65.49861250860741,21.07841687447796,28.79296229388687,5.997695987546208,68.46960100676341,0.5194491900118772,Paddy
60.9408194609892,25.83699335658207,21.29793317358024,6.253088891154035,73.8314640460722,0.5511554065238425,Paddy
68.3784605603257,19.95146572671191,28.249020889576414,6.61831372413158,56.44177749936355,0.5401552372264761,Paddy
67.0853606359027,24.584773069785037,27.455729366856545,6.209202962656836,69.2329489373645,0.572216138230396,Paddy
70.03891030829904,26.872104216506067,27.288013310376012,6.247624606775506,66.36196887963753,0.5583720906090189,Paddy
66.17226071189148,23.495077595898685,27.048874284482068,6.7450801597290875,73.15562351715846,0.5636988233916079,Paddy
70.20606961081972,23.559623134892245,15.409377324110732,6.128382737816519,59.44604039487072,0.5624243257979346,Paddy
64.29209189594776,33.982186561376416,27.234636868820814,6.286179894238227,72.94702790591744,0.4694432345496057,Paddy
65.37807279054283,29.454325969434834,18.207068771100793,6.558750808641386,70.49248203747207,0.5592356043049599,Paddy
